Price,Close,High,Low,Open,Volume,RSI_14,MA_9,MA_21,MA_51,MACD,MACD_Signal,MACD_Hist
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,,,,,,,
Date,,,,,,,,,,,,
2015-04-17,260.0482482910156,262.8559617268619,257.77534389092995,259.37974379669424,16819018,75.3123195183912,252.31338161892361,246.9115942092169,256.0721689860026,0.49964852081748745,-2.5869031970929037,3.086551717910391
2015-04-20,256.39373779296875,261.47438255652196,253.89799869598724,259.37972981360036,13788536,82.700567167284,253.60087415907117,247.1047159830729,255.69990419874003,0.7943708227784612,-1.910648393118631,2.7050192158970923
2015-04-21,257.77532958984375,260.27106868290906,251.13484110071792,256.1709025715738,15487948,80.476349438679,255.29937065972223,247.18536086309524,255.38007040584787,1.1264384012988273,-1.3032310342351396,2.4296694355339667
2015-04-22,253.0066375732422,261.3852206199912,245.47481044629765,258.9785938973602,17741741,68.52502458497813,256.28479342990454,247.28086126418341,255.0925687902114,0.9933599227320542,-0.8439128428417009,1.837272765573755
2015-04-23,247.4803466796875,256.1709046957866,246.2324771228073,254.0316958552039,13874710,60.95041607319011,255.9678700764974,247.2553950718471,254.8234193091299,0.43693209846904324,-0.587743854579552,1.0246759530485954
2015-04-24,245.60855102539062,249.21849177279174,244.53896010882335,248.104317567085,10049508,52.38094128991236,254.9576873779297,247.28935023716517,254.55689194623162,-0.1533119425182008,-0.5008574721672818,0.34754552964908103
2015-04-27,238.0321807861328,246.4999052603288,237.18542465962543,246.4999052603288,12394191,42.60704283378624,253.05121866861978,247.1407950265067,254.15054710238587,-1.2183895214373592,-0.6443638820212974,-0.5740256394160619
2015-04-28,242.8899383544922,243.78127757781144,236.33858962279294,237.98757262623639,12693457,50.41472138643324,251.31805928548178,247.44215102422805,254.028206021178,-1.651453806915896,-0.8457818670002171,-0.8056719399156789
2015-04-29,242.35513305664062,243.69214191190144,240.2604804097624,242.6671072298378,8217676,48.113180427373976,249.2877892388238,248.0894317626953,253.75905594171263,-2.014591731755729,-1.0795438399513195,-0.9350478918044096
2015-04-30,240.43878173828125,243.7367481051964,237.72020769098546,240.75075594080306,21635216,38.48542202449724,247.1089596218533,248.3504667736235,253.47592372520296,-2.4290145218354553,-1.3494379763281468,-1.0795765455073085
2015-05-04,247.03469848632812,247.79234238356,242.13233200032244,244.22698493919222,8012690,41.51873534164725,246.0690663655599,248.74308122907365,253.3509620217716,-2.1998536678163134,-1.5195211146257803,-0.6803325531905331
2015-05-05,242.48886108398438,246.90100177979016,241.86493985527144,246.90100177979016,7102772,37.104094550060545,244.37056986490884,248.95530410039993,252.74100718778723,-2.3578730345943484,-1.687191498619494,-0.6706815359748544
2015-05-06,236.56146240234375,243.87045608743398,234.6450882048868,241.954081889977,16335660,28.865964219553646,242.54332817925348,248.6136234828404,252.01919705260033,-2.9276479542853053,-1.9352827897526566,-0.9923651645326488
2015-05-07,232.59498596191406,238.21041230304496,231.4362286269959,235.31355976802197,15962706,23.900415032077106,240.88939921061197,248.03213210332962,251.23708926930146,-3.657103371464501,-2.2796469060950257,-1.3774564653694754
2015-05-08,233.48635864257812,238.87895094563132,232.01562692218286,235.31359346883085,14044596,25.41256372286746,239.54248894585504,247.6034415108817,250.53100825291054,-4.115830981663464,-2.6468837212087135,-1.4689472604547507
2015-05-11,246.05421447753906,247.0792764820495,234.06571664859635,234.77877724158637,17198308,41.78470704881546,240.43382602267795,247.6946977887835,250.07223121792663,-3.4257649004644577,-2.8026599570598627,-0.623104943404595
2015-05-12,238.34413146972656,245.47484611176188,237.4082360535665,245.3857067384329,12792368,35.971672857326354,239.9287363688151,247.12381562732514,249.56276867436426,-3.4611241377498345,-2.9343527931978572,-0.5267713445519773
2015-05-13,244.494384765625,245.11833322170628,238.92351355604077,240.5724968743816,9245732,43.974783604417794,240.1664310031467,246.63782464890252,249.1791435690487,-2.9587657372293847,-2.939235382004163,-0.01953035522522173
2015-05-14,250.4217987060547,251.26855475899754,243.2910839788663,244.2269794062026,13101418,52.07028782403859,241.2756551106771,246.41074843633743,248.9239762250115,-2.058619830038282,-2.763112271610987,0.7044924415727052
2015-05-15,256.21551513671875,257.0177151367715,251.3577046450629,251.3577046450629,18247889,57.07493093388461,242.29574584960938,246.3025171189081,248.88989646762025,-0.867740445832311,-2.384037906455252,1.516297460622941
